"","street1","accidents","lon","lat"
"1077","EICHKAMPSTR. / KÖNIGSWEG / AUERBACHTUNNEL",2,13.2465203,52.4780267
"1078","EICHKAMPSTR. / SCHMETTERLINGSPLATZ",1,13.2602592,52.489276
"1079","EICHKATZWEG / MAIKÄFERPFAD",1,13.2655692,52.495193
"1080","EINBECKER STR.",1,13.5072206,52.5085429
"1081","EINBECKER STR. / LINCOLNSTR.",1,13.5060961,52.5088954
"1082","EINBECKER STR. / MARIE-CURIE-ALLEE",1,13.5040595,52.5095252
"1083","EINBECKER STR. / ROSENFELDER STR.",1,13.5029202,52.5099565
"1084","EINSIEDELRING / PASEWALKER STR.",1,13.4314218,52.5919789
"1085","EINSTEINUFER",1,13.3249936,52.5167423
"1086","EINSTEINUFER / MÜLLER-BRESLAU-STR. / STRAßE DES 17. JUNI / CHARLOTTENBURGER BRÜC",2,13.3302198,52.5132307
"1087","EISACKSTR. / RUBENSSTR.",1,13.3445741,52.4773387
"1088","EISENACHER STR.",9,13.3493208,52.4922985
"1089","EISENACHER STR. / GRUNEWALDSTR.",3,13.3490529,52.4893843
"1090","EISENACHER STR. / LUITPOLDSTR.",1,13.3497129,52.4955243
"1091","EISENACHER STR. / MOTZSTR.",1,13.3495502,52.4982363
"1092","EISENACHER STR. / WARTBURGSTR.",1,13.3496295,52.4873245
"1093","EISENBAHNSTR.",1,13.434934,52.504475
"1094","EISENHUTWEG",1,13.5084705,52.4305597
"1095","EISENZAHNSTR.",3,13.3048585,52.494028
"1096","EISWALDTSTR.",1,13.347044,52.428578
"1097","EISWERDERBRÜCKE (WESTL.)",1,13.404954,52.5200066
"1098","EITELSTR. / LUISE-ZIETZ-STR. / ALLEE DER KOSMONAUTEN",1,13.5474908,52.5255711
"1099","ELBERFELDER STR. / LEVETZOWSTR. / SOLINGER STR.",1,13.3357691,52.5206261
"1100","ELBESTR. / SONNENALLEE",1,13.4378909,52.4827046
"1101","ELBESTR. / WEIGANDUFER",1,13.4421786,52.4857987
"1102","ELBESTR. / WESERSTR.",1,13.4397308,52.4839511
"1103","ELCKNERPLATZ",2,13.5884858,52.457963
"1104","ELGERSBURGER STR. / FORCKENBECKSTR. / HOHENZOLLERNDAMM",1,13.2901043,52.4821807
"1105","ELISABETHSTR.",1,13.3377612,52.433077
"1106","ELISABETHSTR. / BLUMBERGER DAMM",1,13.5664372,52.5343405
"1107","ELISABETHSTR. / SCHÖNWALDER STR.",1,13.2023441,52.5465544
"1108","ELISABETHWEG / OSSIETZKYSTR.",1,13.4071562,52.5746235
"1109","ELLA-KAY-STR.",1,13.4302533,52.5397907
"1110","ELLEN-EPSTEIN-STR.",3,13.3491666,52.5359042
"1111","ELLERNWEG / STERNDAMM / WALDSTR.",1,13.5067724,52.4476009
"1112","ELSA-BRÄNDSTRÖM-STR.",1,13.4202862,52.5597196
"1113","ELSA-BRÄNDSTRÖM-STR. / NEUMANNSTR. (ENDE)",5,13.4222451,52.5598302
"1114","ELSA-BRÄNDSTRÖM-STR. / PRENZLAUER PROMENADE",2,13.4279191,52.5606011
"1115","ELSE-JAHN-STR.",1,13.4721961,52.5522917
"1116","ELSENSTR.",5,13.4539972,52.4889505
"1117","ELSENSTR. / ALT-STRALAU / MARKGRAFENDAMM / STRALAUER ALLEE",2,13.4706139,52.494191
"1118","ELSENSTR. / AM TREPTOWER PARK",6,13.4576717,52.4917257
"1119","ELSENSTR. / AN DEN TREPTOWERS / MARTIN-HOFFMANN-STR.",2,13.4605838,52.4937533
"1120","ELSENSTR. / HARZER STR.",4,13.448884,52.4850731
"1121","ELSENSTR. / HEIDELBERGER STR.",2,13.4511953,52.4868673
"1122","ELSENSTR. / KARL-KUNGER-STR.",2,13.4527596,52.4880473
"1123","ELSENSTR. / PUSCHKINALLEE",3,13.4591427,52.4929129
"1124","ELßHOLZSTR. / GRUNEWALDSTR.",2,13.3563556,52.4902044
"1125","ELßHOLZSTR. / PALLASSTR.",1,13.3566722,52.4945445
"1126","ELSTERSTR. / KRUMME STR. / WALTERSDORFER STR.",1,13.5747359,52.399717
"1127","ELSTERSTR. / SCHULZENDORFER STR.",1,13.5801954,52.3995555
"1128","ELVIRASTEIG / KLOPSTOCKSTR.",1,13.2277235,52.441786
"1129","EMANUELSTR. / LÜCKSTR.",1,13.4912219,52.5024947
"1130","EMDENER STR. / WICLEFSTR.",1,13.3341652,52.5306022
"1131","EMDENZEILE / SCHÖNWALDER STR.",1,13.200559,52.549396
"1132","EMMA-IHRER-STR. / HAUPTSTR.",1,13.4805497,52.4990394
"1133","EMMA-IHRER-STR. / HAUPTSTR. / SCHLICHTALLEE",2,13.4805497,52.4990394
"1134","EMMENTALER STR. / RESIDENZSTR.",2,13.3609454,52.5704082
"1135","EMMENTALER STR. / THURGAUER STR.",1,13.3580698,52.569501
"1136","EMRICHSTR. / MÜGGELSEEDAMM",1,13.622065,52.4465354
"1137","EMSER STR.",2,13.435797,52.469072
"1138","EMSER STR. / GÜNTZELSTR. / HOHENZOLLERNDAMM",1,13.3198405,52.4936135
"1139","EMSER STR. / HERMANNSTR.",2,13.4306792,52.4684436
"1140","EMSER STR. / KARL-MARX-STR. / SAALESTR.",1,13.4415705,52.469682
"1141","EMSER STR. / LUDWIGKIRCHPLATZ",1,13.3203089,52.4979831
"1142","EMSER STR. / ODERSTR.",1,13.4209922,52.4673547
"1143","EMSER STR. / PARISER STR. / LUDWIGKIRCHPLATZ",1,13.3203089,52.4979831
"1144","ENGADINER WEG / GOERZALLEE / ORTLERWEG",1,13.3028441,52.4254701
"1145","ENGLERALLEE",1,13.3046692,52.4621958
"1146","ENGLERALLEE / PODBIELSKIALLEE",1,13.3038197,52.4591327
"1147","ENGLERALLEE / ROHLFSSTR. / GUSTAV-MAHLER-PLATZ",1,13.304375,52.4616986
"1148","ENGLERALLEE / SCHORLEMERALLEE / SPILSTR.",1,13.3059997,52.4658636
"1149","EOSANDERSTR.",1,13.3025158,52.5202222
"1150","ERFURTER STR. / FRITZ-ELSAS-STR.",2,13.339205,52.4814858
"1151","ERICH-BARON-WEG / HULTSCHINER DAMM",3,13.6020939,52.4833197
"1152","ERICH-WEINERT-STR.",2,13.4285863,52.5475099
"1153","ERICH-WEINERT-STR. / GREIFSWALDER STR. / THOMAS-MANN-STR.",2,13.4415775,52.5433176
"1154","ERICH-WEINERT-STR. / GUBITZSTR.",1,13.434214,52.5458718
"1155","ERICH-WEINERT-STR. / HOSEMANNSTR.",1,13.4368461,52.5449645
"1156","ERICH-WEINERT-STR. / PRENZLAUER ALLEE",3,13.4285376,52.5478511
"1157","ERICH-WEINERT-STR. / SCHÖNHAUSER ALLEE / PAUL-ROBESON-STR.",2,13.414019,52.552112
"1158","ERICH-WEINERT-STR. / SODTKESTR.",1,13.4331076,52.5462588
"1159","ERICH-WEINERT-STR. / STAHLHEIMER STR.",1,13.4220676,52.5500707
"1160","ERKELENZDAMM / SKALITZER STR. / WASSERTORPLATZ",2,13.4127276,52.4982067
"1161","ERKSTR.",2,13.4377924,52.4812515
"1162","ERKSTR. / KARL-MARX-STR.",3,13.4352458,52.4808158
"1163","ERKSTR. / SONNENALLEE / WILDENBRUCHSTR.",6,13.440171,52.4817416
"1164","ERLANGER STR. / FLUGHAFENSTR. / ISARSTR.",1,13.4316779,52.4815983
"1165","ERLANGER STR. / REUTERSTR.",1,13.4290142,52.4824393
"1166","ERLENSTR. / MÜGGELSCHLÖßCHENWEG",1,13.6000379,52.4416977
"1167","ERMANSTR. / FLEMMINGSTR.",1,13.3162743,52.4616705
"1168","ERNST-BARLACH-STR.",1,13.5083725,52.5754818
"1169","ERNST-BUMM-WEG / SOPHIE-CHARLOTTEN-STR.",1,13.286405,52.5196833
"1170","ERNST-GRUBE-STR. / OBERSPREESTR. / OTTOMAR-GESCHKE-STR.",1,13.5626755,52.4460293
"1171","ERNST-LEMMER-RING",1,13.2456868,52.4228159
"1172","ERNST-RUSKA-UFER / HAVESTADTPLATZ",1,13.5269587,52.4265102
"1173","ERNST-RUSKA-UFER / NORTH-WILLYS-STR.",3,13.5226511,52.4266593
"1174","ERNST-RUSKA-UFER / WEGEDORNSTR. / TELTOWKANALBRÜCKE",4,13.526684,52.4264277
"1175","ERNST-ZINNA-WEG / LANDSBERGER ALLEE",2,13.436638,52.5234823
"1176","ESCHENALLEE / ULMENALLEE",1,13.2685863,52.5176361
"1177","ESCHERSHAUSER WEG / ONKEL-TOM-STR.",1,13.2505396,52.4520564
"1178","ESCHERSHEIMER STR.",3,13.421532,52.4642283
"1179","ESCHERSHEIMER STR. / GOTTLIEB-DUNKEL-STR. / MARIENDORFER WEG",1,13.422117,52.4625759
"1180","ESMARCHSTR.",1,13.4320098,52.5324768
"1181","ESPLANADE",2,13.4066065,52.5578786
"1182","ESSENER STR. / STROMSTR.",1,13.3424859,52.5241109
"1183","EWESTSTR.",1,13.433441,52.593958
"1184","EXERZIERSTR.",1,13.3743283,52.5539465
"1185","EXERZIERSTR. / GOTTSCHEDSTR.",1,13.3743028,52.5538935
"1186","FABECKSTR.",1,13.300172,52.448066
"1187","FALCKENSTEINSTR. / GÖRLITZER STR.",1,13.4403804,52.4965941
"1188","FALCKENSTEINSTR. / MAY-AYIM-UFER / OBERBAUMBRÜCKE (SPREE)",1,13.443147,52.502094
"1189","FALCKENSTEINSTR. / SCHLESISCHE STR.",2,13.4438908,52.5000645
"1190","FALKENBERGER CHAUSSEE",2,13.5155983,52.5670947
"1191","FALKENBERGER CHAUSSEE / FALKENBERGER BRÜCKE",1,13.517973,52.568768
"1192","FALKENBERGER CHAUSSEE / HANSASTR. / MALCHOWER WEG / DARßER STR.",1,13.5005317,52.5615009
"1193","FALKENBERGER CHAUSSEE / PRENDENER STR. / VINCENT-VAN-GOGH-STR.",1,13.5206967,52.5685218
"1194","FALKENBERGER CHAUSSEE / WUSTROWER STR.",1,13.5087115,52.5647234
"1195","FALKENBERGER STR. / BERLINER ALLEE",1,13.467743,52.554707
"1196","FALKENBERGER STR. / PIESPORTER STR.",1,13.4786315,52.5558299
"1197","FALKENSEER CHAUSSEE",5,13.1708044,52.5500776
"1198","FALKENSEER CHAUSSEE / FRANKENWALDSTR. / MÜLHEIMER STR.",2,13.1718777,52.5500187
"1199","FALKENSEER CHAUSSEE / GERMERSHEIMER WEG",1,13.1865382,52.5472544
"1200","FALKENSEER CHAUSSEE / HOHENZOLLERNRING",1,13.1915523,52.546323
"1201","FALKENSEER CHAUSSEE / STADTRANDSTR.",1,13.153634,52.553441
"1202","FALKENSEER CHAUSSEE / STEIGERWALDSTR.",1,13.1829558,52.5479368
"1203","FALKENSEER CHAUSSEE / WASSERWERKSTR. / AM KIESTEICH",2,13.1654331,52.5512344
"1204","FALKENSEER CHAUSSEE / ZEPPELINSTR.",1,13.184765,52.5475924
"1205","FALKENTALER STEIG / HEINSESTR. / HERMSDORFER DAMM",1,13.3041487,52.6195476
"1206","FANNINGERSTR. / SIEGFRIEDSTR.",1,13.4981692,52.5139914
"1207","FASANENSTR.",1,13.3275402,52.5036086
"1208","FASANENSTR. / HARDENBERGSTR.",2,13.3282246,52.5080208
"1209","FASANENSTR. / HOHENZOLLERNDAMM / NIKOLSBURGER STR.",2,13.3271,52.4949756
"1210","FASANENSTR. / KURFÜRSTENDAMM",4,13.3274445,52.502894
"1211","FASANENSTR. / LIETZENBURGER STR.",2,13.3270798,52.5002403
"1212","FASANENSTR. / PARISER STR.",1,13.3269418,52.4964499
"1213","FAUCHERWEG / GARTENFELDER STR.",1,13.2329692,52.5406752
"1214","FECHNERSTR.",1,13.3221727,52.4879619
"1215","FEHRBELLINER STR. / KASTANIENALLEE / WEINBERGSWEG",3,13.4043328,52.5331356
"1216","FEHRBELLINER STR. / SCHÖNHAUSER ALLEE",2,13.4110182,52.5305615
"1217","FEHRBELLINER STR. / VETERANENSTR.",2,13.4030615,52.5336626
"1218","FEILNERSTR. / LINDENSTR.",1,13.3975823,52.5061637
"1219","FELDSTR. / NEUENDORFER STR. / SCHÖNWALDER STR.",1,13.2063055,52.542719
"1220","FELDTMANNSTR. / PIESPORTER STR.",1,13.476985,52.5632397
"1221","FELLBACHER STR.",1,13.3057248,52.6164842
"1222","FELLBACHER STR. / HEINSESTR. / FELLBACHER PLATZ",1,13.3074884,52.616342
"1223","FENCHELWEG / JOHANNISTHALER CHAUSSEE",1,13.4779381,52.4422013
"1224","FENCHELWEG / SEIDELBASTWEG",1,13.4808827,52.4380977
"1225","FENNSTR.",7,13.3656983,52.5398314
"1226","FENNSTR. / MÜLLERSTR.",8,13.3683226,52.5411194
"1227","FENNSTR. / REINICKENDORFER STR. / SCHÖNWALDER STR.",3,13.3696974,52.5416142
"1228","FENNSTR. / SCHNELLERSTR.",1,13.5173227,52.4544772
"1229","FENNSTR. / TEGELER STR.",7,13.3616938,52.5378849
"1230","FERDINAND-SCHULTZE-STR. / STRAßE 109",1,13.5085355,52.5429508
"1231","FERDINANDSTR. / JÄGERSTR.",1,13.3976377,52.5144258
"1232","FERDINANDSTR. / KIESSTR. / LANGE STR. / SONNEBERGER WEG",1,13.3310883,52.4237871
"1233","FERDINANDSTR. / LANKWITZER STR. / KRANOLDPLATZ",1,13.3276624,52.4284793
"1234","FEUERBACHSTR. / KÖRNERSTR. / LAUENBURGER STR. / SCHÖNHAUSER STR.",2,13.3353175,52.461179
"1235","FEURIGSTR.",2,13.3550105,52.4839035
"1236","FH LICHTENBERGER STR. / SINGERSTR.",1,13.4267483,52.5158069
"1237","FH OTTO-BRAUN-STR. / BARNIMSTR.",1,13.41819,52.524152
"1238","FICHTESTR. / GRIMMSTR. / KÖRTESTR. / URBANSTR. / GRIMMPARK",3,NA,NA
"1239","FIDICINSTR. / MEHRINGDAMM",2,13.3860606,52.4873704
"1240","FILANDASTR. / SÜDENDSTR.",1,13.3325338,52.4559174
"1241","FINCKENSTEINALLEE",3,13.2943106,52.4326401
"1242","FINCKENSTEINALLEE / KARWENDELSTR.",2,13.3051783,52.4324545
"1243","FINCKENSTEINALLEE / THEKLASTR.",1,13.3034121,52.4323001
"1244","FINKENKRUGER WEG",1,13.1434937,52.5438307
"1245","FINKENKRUGER WEG / TORWEG",1,13.1428421,52.5396329
"1246","FINOWSTR. / ODERSTR.",1,13.4673793,52.5114454
"1247","FINOWSTR. / SCHARNWEBERSTR.",1,13.468474,52.5125562
"1248","FINSTERWALDER STR.",1,13.3453301,52.6016739
"1249","FIRLSTR. / LAUFFENER STR. / WILHELMINENHOFSTR.",1,13.521073,52.4608336
"1250","FISCHERHÜTTENSTR. / POTSDAMER STR.",1,13.3759441,52.5096488
"1251","FISCHERINSEL",2,13.4065884,52.5129076
"1252","FISCHERSTR. / SCHLICHTALLEE",2,13.4866337,52.5021882
"1253","FLÄMINGSTR. / EICHHORSTER STR. / HAVEMANNSTR.",1,13.569103,52.569242
"1254","FLATOWER STR.",1,13.1846123,52.5601632
"1255","FLEMMINGSTR. / GRITZNERSTR.",2,13.3145279,52.4622673
"1256","FLEMMINGSTR. / LEPSIUSSTR. / ZIMMERMANNSTR.",1,13.31778,52.4612143
"1257","FLENSBURGER STR. / LESSINGSTR.",4,13.3412791,52.5206829
"1258","FLORASTR.",2,13.4040433,52.5654998
"1259","FLORASTR. / GAILLARDSTR.",1,13.3975349,52.5658517
"1260","FLORASTR. / HEYNSTR. / NEUE SCHÖNHOLZER STR.",1,13.4025894,52.5655885
"1261","FLORASTR. / MÜHLENSTR.",2,13.4065511,52.5653748
"1262","FLOTOWSTR. / HINDENBURGDAMM / ROONSTR.",1,13.3152186,52.448088
"1263","FLOTTWELLSTR.",1,13.3713446,52.501739
"1264","FLUGHAFENSTR.",6,13.4274727,52.4811152
"1265","FLUGHAFENSTR. / FULDASTR. / KARL-MARX-STR.",4,13.4336481,52.4821162
"1266","FLUGHAFENSTR. / HERMANNSTR. / U-BHF. BODDINSTR.",2,13.4250992,52.4806846
"1267","FLUGHAFENSTR. / MAINZER STR.",1,13.4277486,52.4811474
"1268","FÖHRER STR. / NORDUFER / FÖHRER BRÜCKE",3,13.3451443,52.5391021
"1269","FÖLDERICHSTR.",1,13.404954,52.5200066
"1270","FÖLDERICHSTR. / WEIßENBURGER STR.",1,13.1944306,52.5228141
"1271","FONTANEPROMENADE / FREILIGRATHSTR.",1,13.4082721,52.4915757
"1272","FONTANESTR. / HAGENSTR. / KOENIGSALLEE",2,13.2657875,52.4833917
"1273","FONTANESTR. / MAHLOWER STR.",1,13.4212923,52.4796145
"1274","FORCKENBECKSTR.",3,13.300071,52.4806021
"1275","FORCKENBECKSTR. / MECKLENBURGISCHE STR.",1,13.3102108,52.4789253
"1276","FORDDAMM",1,13.3814924,52.4352862
"1277","FORSTER STR. / WIENER STR.",2,13.4345499,52.4965062
"1278","FRAENKELUFER / KOHLFURTER STR. / KOTTBUSSER STR. / MARIANNENSTR. / PAUL-LINCKE-U",3,13.4199623,52.496654
"1279","FRANKENHAUSER STR. / TRIPPSTEINSTR.",1,13.3476427,52.4170822
"1280","FRANKFURTER ALLEE",21,13.4793399,52.5133174
"1281","FRANKFURTER ALLEE / FRANKFURTER ALLEE",1,13.4793399,52.5133174
"1282","FRANKFURTER ALLEE / GÜRTELSTR. / MÖLLENDORFFSTR.",7,13.4768492,52.5134308
"1283","FRANKFURTER ALLEE / HUBERTUSSTR.",2,13.4940227,52.5119554
"1284","FRANKFURTER ALLEE / JESSNERSTR. / PETTENKOFERSTR.",7,13.4734171,52.5139048
"1285","FRANKFURTER ALLEE / JUNGSTR. / VOIGTSTR.",5,13.467463,52.5143854
"1286","FRANKFURTER ALLEE / KINZIGSTR.",2,13.4661463,52.5145074
"1287","FRANKFURTER ALLEE / MAGDALENENSTR.",4,13.4882348,52.5124166
"1288","FRANKFURTER ALLEE / MAINZER STR.",3,13.4633506,52.5147944
"1289","FRANKFURTER ALLEE / NIEDERBARNIMSTR. / PROSKAUER STR.",5,13.4601217,52.5151195
"1290","FRANKFURTER ALLEE / ROSENFELDER STR. / ALT-FRIEDRICHSFELDE",1,13.5048704,52.5107561
"1291","FRANKFURTER ALLEE / RUSCHESTR. / SCHULZE-BOYSEN-STR.",1,13.4843591,52.5128105
"1292","FRANKFURTER ALLEE / SAMARITERSTR.",2,13.4643791,52.5148373
"1293","FRANKFURTER ALLEE / SIEGFRIEDSTR.",1,13.4976791,52.5119426
"1294","FRANKFURTER TOR / FRANKFURTER TOR",13,13.4536976,52.5158969
"1295","FRANKLINSTR.",4,13.3276557,52.521991
"1296","FRANKLINSTR. / HELMHOLTZSTR. / GOTZKOWSKYBRÜCKE",2,13.3290299,52.5225924
"1297","FRANKLINSTR. / SALZUFER / MARCHBRÜCKE",1,13.3242451,52.5170848
"1298","FRANZ-EHRLICH-STR. / WAGNER-RÉGENY-STR. / RUDOWER CHAUSSEE",3,13.5387743,52.4343768
"1299","FRANZ-JACOB-STR.",1,13.4667343,52.528126
"1300","FRANZ-JACOB-STR. / KARL-LADE-STR.",1,13.466904,52.5285057
"1301","FRANZ-KLÜHS-STR.",1,13.394804,52.500417
"1302","FRANZ-KÜNSTLER-STR.",1,13.3986454,52.5015929
"1303","FRANZ-METT-STR.",1,13.5183105,52.5022674
"1304","FRANZÖSISCHE STR.",4,13.3908245,52.5148681
"1305","FRANZÖSISCHE STR. / GLINKASTR.",3,13.386232,52.5145764
"1306","FRANZÖSISCHE STR. / HINTER DER KATHOLISCHEN KIRCHE",1,13.3955256,52.5151615
"1307","FRANZ-STENZER-STR.",2,13.5500814,52.5452124
"1308","FREDERICIASTR.",1,13.2815724,52.5109728
"1309","FREDERICIASTR. / KÖNIGIN-ELISABETH-STR.",2,13.2817946,52.5109914
"1310","FREDERSDORFER STR. / RÜDERSDORFER STR.",1,13.440715,52.5133842
"1311","FREGESTR.",1,13.3367262,52.4679625
"1312","FREGESTR. / HAUPTSTR. / STIERSTR.",1,13.3377815,52.4736865
"1313","FREIBERGSTR. / KÖRTINGSTR. / KGA GERDSMEYER",1,13.3856134,52.4355709
"1314","FREIERTWEG / LICHTENRADER DAMM",1,13.4042266,52.4094122
"1315","FREIHEIT",2,13.5769852,52.4474294
"1316","FREIHERR-VOM-STEIN-STR.",1,13.3407641,52.4836003
"1317","FREILIGRATHSTR. / KÖRTESTR.",1,13.4107325,52.4908757
"1318","FREUDENBERGER WEG",1,13.1813687,52.5464799
"1319","FREYSTADTER WEG / OBERSPREESTR.",1,13.5577421,52.446963
"1320","FRIDOLINWEG / CECILIENSTR.",1,13.5663973,52.5291117
"1321","FRIEDBERGSTR.",1,13.2947879,52.5041147
"1322","FRIEDELSTR. / SANDERSTR.",1,13.428047,52.4926208
"1323","FRIEDELSTR. / SONNENALLEE",1,13.427876,52.4869961
"1324","FRIEDELSTR. / WESERSTR.",2,13.4279345,52.488348
"1325","FRIEDENSTR.",2,13.4339728,52.5231715
"1326","FRIEDENSTR. / KÖNIGSTR.",2,13.1389778,52.4172293
"1327","FRIEDENSTR. / PLATZ DER VEREINTEN NATIONEN",3,13.4304065,52.5249811
"1328","FRIEDENSTR. / PLATZ DER VEREINTEN NATIONEN / LANDSBERGER ALLEE",2,13.4339728,52.5231715
"1329","FRIEDENSTR. / REIßECKSTR. / MARIENDORFER DAMM",1,13.3876955,52.4390199
"1330","FRIEDENSTR. / STRAßE DER PARISER KOMMUNE / PALISADENSTR. / WEIDENWEG",4,13.4408431,52.5182297
"1331","FRIEDLANDER STR. / OBERSPREESTR.",1,13.5543322,52.4476761
"1332","FRIEDRICH-ENGELS-STR.",1,13.38803,52.5890663
"1333","FRIEDRICH-ENGELS-STR. / KUCKHOFFSTR.",1,13.3926712,52.5821902
"1334","FRIEDRICH-ENGELS-STR. / NORDENDSTR.",1,13.3881526,52.588839
"1335","FRIEDRICH-ENGELS-STR. / PLATANENSTR.",1,13.391107,52.5838043
"1336","FRIEDRICH-ENGELS-STR. / UHLANDSTR.",1,13.3896478,52.5861221
"1337","FRIEDRICH-FRANZ-STR. / FRIEDRICH-KARL-STR. / OTTOKARSTR.",1,13.3781174,52.456221
"1338","FRIEDRICH-FRANZ-STR. / KAISERIN-AUGUSTA-STR.",1,13.3790298,52.4598261
"1339","FRIEDRICH-KARL-STR. / KONRADINSTR. (ENDE)",1,13.3799021,52.4560753
"1340","FRIEDRICH-KARL-STR. / ORDENSMEISTERSTR. / TEMPELHOFER DAMM",1,13.3838877,52.4557438
"1341","FRIEDRICH-KARL-STR. / WERDERSTR.",1,13.3810604,52.4559888
"1342","FRIEDRICH-KRAUSE-UFER",1,13.3522579,52.5386976
"1343","FRIEDRICH-KRAUSE-UFER / HEIDESTR. / PERLEBERGER STR.",2,13.3602916,52.5372635
"1344","FRIEDRICH-LIST-UFER / HEIDESTR. / INVALIDENSTR.",2,13.3708661,52.5270064
"1345","FRIEDRICHRODAER STR. / MALTESERSTR.",1,13.3589175,52.4200795
"1346","FRIEDRICHSBERGER STR. / LEBUSER STR. / PALISADENSTR.",1,13.4334597,52.5198213
"1347","FRIEDRICHSHAGENER STR.",1,13.5838545,52.4517133
"1348","FRIEDRICHSHAGENER STR. / PUCHANSTR. (ENDE)",1,13.5899109,52.451228
"1349","FRIEDRICHSHALLER STR. / MECKLENBURGISCHE STR.",1,13.300879,52.4739085
"1350","FRIEDRICH-STAMPFER-STR. / STRESEMANNSTR. / WILHELMSTR.",3,13.3889023,52.4993076
"1351","FRIEDRICHSTR.",16,13.3894144,52.5133726
"1352","FRIEDRICHSTR. / BEHRENSTR.",6,13.3891246,52.5156417
"1353","FRIEDRICHSTR. / CLAIRE-WALDOFF-STR.",1,13.3873818,52.5250094
"1354","FRIEDRICHSTR. / FRANZÖSISCHE STR.",2,13.3891408,52.51476
"1355","FRIEDRICHSTR. / GEORGENSTR.",1,13.3882533,52.5197098
"1356","FRIEDRICHSTR. / KRAUSENSTR.",1,13.3901343,52.5094629
"1357","FRIEDRICHSTR. / KRONENSTR.",2,13.389692,52.5112284
"1358","FRIEDRICHSTR. / LEIPZIGER STR.",1,13.3899589,52.5103592
"1359","FRIEDRICHSTR. / MITTELSTR.",1,13.3886504,52.5180395
"1360","FRIEDRICHSTR. / MOHRENSTR.",1,13.3896236,52.5120781
"1361","FRIEDRICHSTR. / ORANIENBURGER STR.",2,13.3873322,52.5262581
"1362","FRIEDRICHSTR. / REICHSTAGUFER / AM WEIDENDAMM / WEIDENDAMMER BRÜCKE (SPREE)",1,13.3880734,52.5217856
"1363","FRIEDRICHSTR. / REINHARDTSTR.",5,13.3875938,52.5238703
"1364","FRIEDRICHSTR. / SCHÜTZENSTR.",1,13.3912405,52.508498
"1365","FRIEDRICHSTR. / TAUBENSTR.",1,13.3894721,52.5130004
"1366","FRIEDRICHSTR. / UNTER DEN LINDEN",1,13.3887775,52.5171536
"1367","FRIEDRICHSTR. / ZIEGELSTR.",2,13.3878068,52.5234092
"1368","FRIEDRICHSTR. / ZIMMERSTR.",4,13.3904112,52.5077012
"1369","FRIESENSTR.",2,13.394405,52.486518
"1370","FRIESICKESTR.",1,13.4401371,52.551883
"1371","FRITZ-ELSAS-STR.",3,13.341519,52.4822926
"1372","FRITZ-ELSAS-STR. / HEWALDSTR.",1,13.3435871,52.482631
"1373","FRITZ-ELSAS-STR. / MARTIN-LUTHER-STR.",2,13.3451264,52.4826223
"1374","FRITZ-ERLER-ALLEE",2,13.465664,52.4293506
"1375","FRITZ-ERLER-ALLEE / GRÜNER WEG / GUTSCHMIDTSTR. / KOLIBRIWEG",1,13.454922,52.434983
"1376","FRITZ-ERLER-ALLEE / LIPSCHITZALLEE",1,13.4681403,52.4276583
"1377","FRITZ-ERLER-ALLEE / WILDMEISTERDAMM",1,13.4710851,52.4260123
"1378","FRITZ-ERLER-ALLEE / ZADEKSTR.",1,13.4583375,52.4333542
"1379","FRITZ-KIRSCH-ZEILE / WATTSTR.",1,13.5091869,52.4695641
"1380","FRITZ-KÖNIG-WEG / SCHWARZER WEG",1,13.50429,52.4744287
"1381","FRITZ-REUTER-ALLEE",1,13.4493889,52.4441184
"1382","FRITZ-REUTER-STR. / HÖNOWER STR.",1,13.6125086,52.5108593
"1383","FRITZ-WERNER-STR.",1,13.3827805,52.4328008
"1384","FRÖBELSTR. / PRENZLAUER ALLEE / RAUMERSTR.",3,13.4280272,52.5419673
"1385","FROBENSTR. / GALLWITZALLEE / AM GEMEINDEPARK",1,13.3465151,52.4308833
"1386","FRONHOFERSTR. / WOLFENSTEINDAMM / A 103 BAB ABZWEIG ZEHLENDORF / 103 AS WOLFENST",1,13.31909,52.4545116
"1387","FRUNDSBERGSTR. / LANKER STR.",1,13.4792297,52.6126393
"1388","FUGGERSTR.",1,13.3440194,52.4990113
"1389","FUGGERSTR. / MARTIN-LUTHER-STR.",3,13.3461368,52.4988388
"1390","FULDASTR.",2,13.43591,52.483819
"1391","FULDASTR. / SONNENALLEE",6,13.4359485,52.4838418
"1392","FULDASTR. / WESERSTR.",1,13.4375436,52.48504
"1393","FULHAMER ALLEE",1,13.440362,52.4477445
"1394","FÜRBRINGERSTR.",1,13.3979118,52.493104
"1395","FÜRSTENBRUNNER WEG",1,13.2793317,52.5241016
"1396","FÜRSTENDAMM",1,13.3008849,52.6314009
"1397","FÜRSTENWALDER ALLEE",5,13.7118888,52.4325275
"1398","FÜRSTENWALDER ALLEE / HOCHLANDSTR. / RIALTORING",3,13.7065227,52.4339354
"1399","FÜRSTENWALDER ALLEE / LINDENSTR.",1,13.7354034,52.429672
"1400","FÜRSTENWALDER ALLEE / SCHÖNBLICKER STR.",3,13.7109881,52.4327632
"1401","FÜRSTENWALDER DAMM",4,13.6413906,52.4561927
"1402","GABRIELE-TERGIT-PROMENADE",2,13.3752614,52.5058385
"1403","GABRIEL-MAX-STR.",1,13.45862,52.5110001
